0, 20, 20
0.0169395, 20.2732, 19.7987
0.186334, 23.2601, 17.9902
0.401087, 27.7958, 16.19
0.610551, 33.1769, 14.9138
0.817852, 39.6134, 14.09
1.02804, 47.4762, 13.7058
1.23965, 56.9857, 13.8274
1.43809, 67.5745, 14.5098
1.619, 78.7952, 15.772
1.7869, 90.6287, 17.7151
1.94716, 103.183, 20.5825
2.10186, 116.32, 24.7564
2.22383, 127.153, 29.4894
2.34581, 138.049, 36.0738
2.45616, 147.504, 44.2765
2.55745, 155.31, 54.3847
2.65331, 161.319, 66.9537
2.74697, 165.21, 82.8101
2.84223, 166.369, 103.301
2.94527, 163.536, 131.021
3.03545, 157.012, 159.944
3.12562, 146.626, 192.291
3.21031, 133.79, 224.119
3.29558, 118.747, 255.305
3.38276, 102.396, 283.759
3.46298, 87.5806, 304.969
3.53904, 74.4952, 319.663
3.61571, 62.7048, 328.847
3.69714, 51.941, 332.709
3.79077, 41.7924, 330.645
3.89003, 33.3609, 322.472
3.9893, 26.9097, 309.911
4.08325, 22.2411, 295.398
4.17907, 18.5867, 279.071
4.28042, 15.6436, 261.04
4.38916, 13.2705, 241.592
4.50339, 11.4187, 221.653
4.61958, 10.0267, 202.302
4.73767, 8.9843, 183.839
4.85912, 8.20287, 166.239
4.98564, 7.62531, 149.439
5.11903, 7.21684, 133.387
5.26142, 6.95886, 118.039
5.41557, 6.84677, 103.348
5.5852, 6.89176, 89.2759
5.77363, 7.12401, 75.918
5.97242, 7.56454, 64.0713
6.16821, 8.19597, 54.3258
6.3624, 9.02872, 46.2557
6.55918, 10.1054, 39.4478
6.76288, 11.5022, 33.6224
6.97967, 13.358, 28.564
7.22274, 15.9822, 24.05
7.46812, 19.3437, 20.5141
7.68784, 23.0995, 18.072
7.90711, 27.7043, 16.2184
8.11693, 33.0758, 14.9319
8.32423, 39.4915, 14.1006
8.53435, 47.3265, 13.7084
8.74603, 56.8102, 13.8206
8.94478, 67.3857, 14.4932
9.12596, 78.5964, 15.7449
9.29404, 90.4184, 17.6746
9.4544, 102.959, 20.523
9.60923, 116.093, 24.6716
9.73148, 126.946, 29.3845
9.85373, 137.869, 35.9449
9.96429, 147.353, 44.1184
10.0657, 155.188, 54.1893
10.1616, 161.231, 66.7093
10.2553, 165.163, 82.499
10.3505, 166.378, 102.892
10.4533, 163.632, 130.453
10.5437, 157.174, 159.352
10.634, 146.835, 191.716
10.7188, 134.038, 223.555
10.804, 119.033, 254.759
10.8912, 102.679, 283.31
10.9716, 87.8282, 304.653
11.0476, 74.7165, 319.451
11.1243, 62.9054, 328.729
11.2056, 52.1259, 332.689
11.2989, 41.9738, 330.745
11.3975, 33.548, 322.74
11.4961, 27.0882, 310.361
11.5901, 22.3786, 295.914
11.6858, 18.6964, 279.646
11.7869, 15.7324, 261.669
11.8954, 13.3414, 242.258
12.0095, 11.4727, 222.315
12.1256, 10.0671, 202.935
12.2436, 9.01458, 184.443
12.3649, 8.22548, 166.815
12.4913, 7.64176, 149.989
12.6244, 7.22801, 133.913
12.7664, 6.96515, 118.542
12.9201, 6.8481, 103.83
13.0892, 6.88744, 89.737
13.277, 7.11281, 76.3483
13.4758, 7.54663, 64.4329
13.6717, 8.17172, 54.6223
13.8658, 8.99719, 46.5038
14.0625, 10.0647, 39.6586
14.2658, 11.4491, 33.8039
14.4821, 13.286, 28.7231
14.7238, 15.8751, 24.1956
14.9707, 19.2305, 20.6074
15.1909, 22.9695, 18.1393
15.4107, 27.5562, 16.2649
15.6207, 32.9015, 14.9634
15.828, 39.2809, 14.1192
16.038, 47.0678, 13.7133
16.2498, 56.5062, 13.8091
16.4491, 67.0584, 14.4648
16.6307, 78.2516, 15.6983
16.7991, 90.0539, 17.605
16.9596, 102.572, 20.4207
17.1147, 115.7, 24.5255
17.2374, 126.586, 29.2036
17.3602, 137.557, 35.7227
17.4711, 147.09, 43.846
17.5727, 154.977, 53.8526
17.6687, 161.078, 66.2883
17.7624, 165.08, 81.9633
17.8575, 166.39, 102.189
17.96, 163.794, 129.478
18.0507, 157.45, 158.336
18.1413, 147.192, 190.729
18.2262, 134.463, 222.59
18.3113, 119.523, 253.821
18.3986, 103.166, 282.536
18.4792, 88.2538, 304.105
18.5553, 75.0969, 319.083
18.6318, 63.2502, 328.524
18.7129, 52.4433, 332.649
18.8056, 42.2841, 330.912
18.9055, 33.6919, 322.943
19.0054, 27.1253, 310.453
19.0994, 22.405, 296.012
19.1951, 18.7174, 279.756
19.2962, 15.7494, 261.789
19.4046, 13.3549, 242.385
19.5187, 11.4831, 222.441
19.6348, 10.0748, 203.056
19.7528, 9.02039, 184.558
19.8741, 8.22982, 166.925
20.0004, 7.64492, 150.094
20.1335, 7.23016, 134.014
20.2755, 6.96636, 118.638
20.4291, 6.84837, 103.922
20.598, 6.88664, 89.825
20.7857, 7.1107, 76.4306
20.9845, 7.54323, 64.5022
21.1804, 8.16711, 54.6791
21.3746, 8.9912, 46.5512
21.5712, 10.057, 39.699
21.7745, 11.439, 33.8387
21.9906, 13.2724, 28.7536
22.2321, 15.8548, 24.2235
22.4793, 19.2091, 20.6252
22.6996, 22.945, 18.152
22.9194, 27.5284, 16.2737
23.1295, 32.8688, 14.9694
23.3368, 39.2414, 14.1227
23.5467, 47.0192, 13.7142
23.7586, 56.4491, 13.807
23.9579, 66.9968, 14.4595
24.1397, 78.1868, 15.6895
24.3081, 89.9853, 17.592
24.4687, 102.499, 20.4015
24.6238, 115.625, 24.4981
24.7466, 126.518, 29.1698
24.8695, 137.498, 35.6811
24.9804, 147.041, 43.7949
25.0821, 154.937, 53.7895
25.1782, 161.049, 66.2095
25.2719, 165.064, 81.8631
25.3669, 166.392, 102.057
25.4693, 163.824, 129.295
25.5601, 157.501, 158.147
25.6508, 147.258, 190.545
25.7357, 134.542, 222.41
25.8208, 119.614, 253.646
25.9081, 103.257, 282.391
25.9887, 88.3334, 304.002
26.0648, 75.168, 319.014
26.1414, 63.3146, 328.485
26.2224, 52.5026, 332.641
26.315, 42.3419, 330.942
26.415, 33.7288, 322.995
26.515, 27.1477, 310.509
26.609, 22.4219, 296.075
26.7047, 18.7309, 279.826
26.8057, 15.7604, 261.866
26.9141, 13.3637, 242.467
27.0282, 11.4897, 222.522
27.1443, 10.0798, 203.134
27.2623, 9.02412, 184.632
27.3836, 8.2326, 166.995
27.5098, 7.64695, 150.162
27.6429, 7.23154, 134.078
27.7848, 6.96715, 118.699
27.9384, 6.84854, 103.981
28.1072, 6.88613, 89.8815
28.2949, 7.10935, 76.4834
28.4936, 7.54106, 64.5467
28.6896, 8.16416, 54.7155
28.8837, 8.98737, 46.5817
29.0803, 10.052, 39.7249
29.2836, 11.4325, 33.861
29.4996, 13.2636, 28.7731
29.741, 15.8419, 24.2413
29.9883, 19.1955, 20.6365
30.2087, 22.9294, 18.1602
30.4286, 27.5107, 16.2793
30.6387, 32.8479, 14.9733
30.846, 39.2162, 14.125
31.0559, 46.9882, 13.7149
31.2678, 56.4126, 13.8057
31.4672, 66.9575, 14.4561
31.649, 78.1453, 15.684
31.8175, 89.9415, 17.5837
31.9781, 102.453, 20.3893
32.1332, 115.578, 24.4807
32.2561, 126.474, 29.1481
32.379, 137.46, 35.6545
32.49, 147.009, 43.7623
32.5917, 154.911, 53.7492
32.6878, 161.03, 66.1591
32.7815, 165.054, 81.7991
32.8765, 166.393, 101.973
32.9789, 163.843, 129.179
33.0697, 157.534, 158.026
33.1605, 147.3, 190.428
33.2453, 134.592, 222.295
33.3304, 119.673, 253.534
33.4177, 103.315, 282.298
33.4984, 88.3842, 303.936
33.5745, 75.2134, 318.969
33.651, 63.3557, 328.46
33.7321, 52.5405, 332.636
33.8246, 42.3788, 330.961
33.9246, 33.7528, 323.028
34.0247, 27.1625, 310.545
34.1187, 22.4331, 296.117
34.2143, 18.7398, 279.872
34.3154, 15.7676, 261.917
34.4238, 13.3694, 242.521
34.5379, 11.4941, 222.576
34.654, 10.0831, 203.185
34.7719, 9.02658, 184.681
34.8932, 8.23445, 167.042
35.0194, 7.64829, 150.206
35.1525, 7.23246, 134.121
35.2944, 6.96766, 118.74
35.4479, 6.84866, 104.02
35.6167, 6.88579, 89.9189
35.8043, 7.10846, 76.5184
36.003, 7.53962, 64.5761
36.199, 8.16221, 54.7397
36.3932, 8.98483, 46.6019
36.5897, 10.0488, 39.742
36.793, 11.4282, 33.8757
37.009, 13.2579, 28.786
37.2503, 15.8333, 24.2531
37.4977, 19.1865, 20.644
37.7181, 22.9191, 18.1656
37.9381, 27.4989, 16.2831
38.1482, 32.8341, 14.9758
38.3554, 39.1995, 14.1265
38.5654, 46.9678, 13.7153
38.7772, 56.3885, 13.8048
38.9767, 66.9315, 14.4539
39.1586, 78.118, 15.6803
39.3271, 89.9125, 17.5782
39.4877, 102.422, 20.3813
39.6428, 115.547, 24.4691
39.7658, 126.446, 29.1339
39.8887, 137.435, 35.637
39.9997, 146.988, 43.7408
40.1014, 154.894, 53.7227
40.1975, 161.018, 66.1259
40.2912, 165.048, 81.7568
40.3863, 166.394, 101.918
40.4886, 163.855, 129.102
40.5794, 157.555, 157.946
40.6702, 147.328, 190.351
40.7551, 134.625, 222.219
40.8402, 119.711, 253.461
40.9275, 103.354, 282.237
41.0081, 88.4177, 303.893
41.0843, 75.2433, 318.94
41.1608, 63.3828, 328.444
41.2418, 52.5654, 332.633
41.3343, 42.4031, 330.973
41.4344, 33.7686, 323.051
41.5345, 27.1724, 310.57
41.6285, 22.4406, 296.144
41.7241, 18.7458, 279.903
41.8252, 15.7724, 261.951
41.9335, 13.3733, 242.557
42.0476, 11.497, 222.611
42.1637, 10.0853, 203.22
42.2817, 9.02823, 184.714
42.4029, 8.23568, 167.073
42.5292, 7.64919, 150.236
42.6622, 7.23307, 134.149
42.8041, 6.96801, 118.767
42.9576, 6.84874, 104.046
43.1264, 6.88556, 89.9438
43.3139, 7.10786, 76.5417
43.5126, 7.53866, 64.5958
43.7086, 8.16091, 54.7558
43.9028, 8.98313, 46.6154
44.0993, 10.0466, 39.7535
44.3026, 11.4254, 33.8856
44.5185, 13.254, 28.7947
44.7597, 15.8276, 24.261
45.0073, 19.1805, 20.649
45.2277, 22.9122, 18.1692
45.4477, 27.4911, 16.2855
45.6578, 32.8249, 14.9775
45.8651, 39.1884, 14.1275
46.075, 46.9541, 13.7155
46.2869, 56.3724, 13.8042
46.4864, 66.9141, 14.4524
46.6683, 78.0997, 15.6778
46.8368, 89.8932, 17.5745
46.9974, 102.402, 20.3759
47.1525, 115.526, 24.4614
47.2755, 126.426, 29.1243
47.3985, 137.419, 35.6253
47.5095, 146.974, 43.7265
47.6112, 154.883, 53.7049
47.7073, 161.009, 66.1038
47.801, 165.043, 81.7287
47.8961, 166.395, 101.881
47.9984, 163.863, 129.051
48.0892, 157.57, 157.892
48.18, 147.347, 190.299
48.2649, 134.647, 222.169
48.35, 119.736, 253.412
48.4373, 103.379, 282.196
48.518, 88.4401, 303.864
48.5941, 75.2633, 318.921
48.6707, 63.401, 328.433
48.7517, 52.5821, 332.63
48.8441, 42.4194, 330.982
48.9442, 33.7793, 323.065
49.0443, 27.1791, 310.587
49.1384, 22.4456, 296.163
49.234, 18.7498, 279.924
49.335, 15.7757, 261.974
49.4434, 13.3759, 242.581
49.5574, 11.499, 222.636
49.6735, 10.0868, 203.243
49.7915, 9.02934, 184.736
49.9128, 8.23651, 167.094
50.039, 7.64979, 150.256
50.172, 7.23348, 134.168
50.3139, 6.96824, 118.785
50.4674, 6.84879, 104.063
50.6361, 6.88541, 89.9606
50.8236, 7.10746, 76.5575
51.0224, 7.53801, 64.6091
51.2183, 8.16003, 54.7667
51.4125, 8.98199, 46.6244
51.6091, 10.0451, 39.7612
51.8123, 11.4234, 33.8922
52.0282, 13.2514, 28.8005
52.2694, 15.8237, 24.2663
52.517, 19.1765, 20.6524
52.7374, 22.9076, 18.1716
52.9574, 27.4858, 16.2872
53.1675, 32.8187, 14.9786
53.3748, 39.1809, 14.1282
53.5847, 46.9449, 13.7157
53.7966, 56.3616, 13.8038
53.9961, 66.9025, 14.4514
54.178, 78.0874, 15.6762
54.3466, 89.8802, 17.5721
54.5072, 102.388, 20.3723
54.6624, 115.512, 24.4562
54.7853, 126.414, 29.1179
54.9083, 137.407, 35.6174
55.0194, 146.965, 43.7168
55.1211, 154.876, 53.693
55.2172, 161.004, 66.0889
55.3109, 165.04, 81.7097
55.4059, 166.395, 101.856
55.5082, 163.869, 129.017
55.5991, 157.579, 157.857
55.6899, 147.359, 190.264
55.7748, 134.662, 222.135
55.8599, 119.754, 253.379
55.9472, 103.396, 282.168
56.0279, 88.4552, 303.845
56.104, 75.2767, 318.908
56.1805, 63.4131, 328.426
56.2615, 52.5933, 332.629
56.3539, 42.4303, 330.987
56.4541, 33.7864, 323.075
56.5542, 27.1836, 310.598
56.6482, 22.449, 296.176
56.7439, 18.7525, 279.938
56.8449, 15.7779, 261.989
56.9532, 13.3776, 242.597
57.0673, 11.5004, 222.652
57.1834, 10.0878, 203.258
57.3014, 9.03009, 184.75
57.4226, 8.23707, 167.108
57.5488, 7.6502, 150.27
57.6818, 7.23375, 134.181
57.8237, 6.9684, 118.798
57.9772, 6.84882, 104.075
58.1459, 6.88531, 89.972
58.3334, 7.10719, 76.5681
58.5322, 7.53758, 64.618
58.7281, 8.15944, 54.774
58.9223, 8.98122, 46.6306
59.1189, 10.0441, 39.7664
59.3221, 11.4221, 33.8967
59.538, 13.2496, 28.8044
59.7791, 15.8211, 24.2699
60.0268, 19.1738, 20.6547
60.2472, 22.9045, 18.1733
60.4673, 27.4823, 16.2883
60.6773, 32.8145, 14.9794
60.8846, 39.1759, 14.1287
61.0946, 46.9387, 13.7159
61.3064, 56.3543, 13.8035
61.506, 66.8946, 14.4507
61.6879, 78.0791, 15.6751
61.8564, 89.8715, 17.5704
62.017, 102.379, 20.3698
62.1722, 115.502, 24.4528
62.2952, 126.405, 29.1136
62.4182, 137.4, 35.6121
62.5293, 146.958, 43.7103
62.631, 154.871, 53.685
62.7271, 161, 66.0788
62.8208, 165.038, 81.6969
62.9158, 166.395, 101.839
63.0181, 163.873, 128.993
63.109, 157.586, 157.832
63.1998, 147.367, 190.241
63.2847, 134.672, 222.112
63.3698, 119.765, 253.356
63.4571, 103.408, 282.15
63.5378, 88.4653, 303.832
63.6139, 75.2858, 318.899
63.6904, 63.4213, 328.421
63.7714, 52.6008, 332.628
63.8638, 42.4376, 330.991
63.964, 33.7912, 323.082
64.0641, 27.1866, 310.605
64.1582, 22.4513, 296.184
64.2538, 18.7543, 279.948
64.3548, 15.7794, 262
64.4631, 13.3788, 242.608
64.5772, 11.5013, 222.663
64.6933, 10.0884, 203.269
64.8113, 9.0306, 184.761
64.9325, 8.23744, 167.118
65.0587, 7.65047, 150.279
65.1917, 7.23394, 134.19
65.3336, 6.9685, 118.806
65.4871, 6.84885, 104.083
65.6558, 6.88524, 89.9797
65.8433, 7.107, 76.5753
66.042, 7.53728, 64.6241
66.238, 8.15904, 54.779
66.4322, 8.9807, 46.6347
66.6287, 10.0434, 39.7699
66.8319, 11.4213, 33.8998
67.0478, 13.2484, 28.8071
67.289, 15.8194, 24.2723
67.5366, 19.1719, 20.6562
67.7571, 22.9024, 18.1744
67.9771, 27.4799, 16.2891
68.1872, 32.8117, 14.9799
68.3945, 39.1725, 14.129
68.6044, 46.9345, 13.7159
68.8163, 56.3493, 13.8034
69.0158, 66.8893, 14.4502
69.1978, 78.0735, 15.6743
69.3663, 89.8655, 17.5693
69.5269, 102.372, 20.3682
69.6821, 115.496, 24.4504
69.8051, 126.399, 29.1107
69.9281, 137.395, 35.6085
70.0392, 146.954, 43.7059
70.1409, 154.867, 53.6795
70.237, 160.998, 66.072
70.3307, 165.037, 81.6882
70.4257, 166.396, 101.828
70.528, 163.875, 128.977
70.6189, 157.59, 157.816
70.7097, 147.373, 190.225
70.7946, 134.679, 222.096
70.8797, 119.773, 253.341
70.967, 103.416, 282.137
71.0477, 88.4722, 303.823
71.1239, 75.292, 318.893
71.2004, 63.4269, 328.417
71.2814, 52.606, 332.627
71.3738, 42.4426, 330.994
71.4739, 33.7945, 323.087
71.5741, 27.1887, 310.61
71.6681, 22.4529, 296.19
71.7637, 18.7556, 279.955
71.8647, 15.7804, 262.007
71.9731, 13.3796, 242.616
72.0871, 11.5019, 222.67
72.2032, 10.0889, 203.276
72.3212, 9.03094, 184.767
72.4424, 8.2377, 167.124
72.5687, 7.65066, 150.285
72.7016, 7.23407, 134.196
72.8435, 6.96857, 118.812
72.997, 6.84886, 104.089
73.1657, 6.88519, 89.9849
73.3532, 7.10688, 76.5802
73.5519, 7.53708, 64.6282
73.7479, 8.15876, 54.7823
73.9421, 8.98034, 46.6376
74.1386, 10.043, 39.7723
74.3418, 11.4207, 33.9018
74.5577, 13.2476, 28.8089
74.7988, 15.8182, 24.274
75.0465, 19.1707, 20.6573
75.267, 22.9009, 18.1751
75.487, 27.4782, 16.2896
75.6971, 32.8098, 14.9803
